name	item	drop_rate	action	rank					
Duramboros	Duramboros Hump	60	Break Part - Bump	Low Rank					
Duramboros	Duram Mossplate	27	Break Part - Bump	Low Rank					
Duramboros	Duramboros Shell	13	Break Part - Bump	Low Rank					
Duramboros	Duramboros Hump	62	Break Part - Bump	High Rank					
Duramboros	Hard Mossplate	26	Break Part - Bump	High Rank					
Duramboros	Duram Carapace	12	Break Part - Bump	High Rank					
Duramboros	Marbled Hump	60	Break Part - Bump	G Rank					
Duramboros	Heavy Mossplate	27	Break Part - Bump	G Rank					
Duramboros	Duram Cortex	13	Break Part - Bump	G Rank					
Duramboros	Hard Mossplate	27	Free Hunt	High Rank					
Duramboros	Duramboros Horn+	20	Free Hunt	High Rank					
Duramboros	Duram Carapace	18	Free Hunt	High Rank					
Duramboros	Duramboros Hump	10	Free Hunt	High Rank					
Duramboros	Duram Mossplate	10	Free Hunt	High Rank					
Duramboros	Duram Tailbone	10	Free Hunt	High Rank					
Duramboros	Duram Sacrum	5	Free Hunt	High Rank					
Duramboros	Heavy Mossplate	30	Free Hunt	G Rank					
Duramboros	Duram Hardhorn	20	Free Hunt	G Rank					
Duramboros	Duram Cortex	18	Free Hunt	G Rank					
Duramboros	Marbled Hump	10	Free Hunt	G Rank					
Duramboros	Hard Mossplate	10	Free Hunt	G Rank					
Duramboros	Duram Sacrum	8	Free Hunt	G Rank					
Duramboros	Durambolite	4	Free Hunt	G Rank					
Rust Duramboros	R.Duram Shell	46	Body Carve	G Rank					
Rust Duramboros	R.Duram Plate	35	Body Carve	G Rank					
Rust Duramboros	Marbled Hump	11	Body Carve	G Rank					
Rust Duramboros	Duram Sacrum	5	Body Carve	G Rank					
Rust Duramboros	Durambolite	3	Body Carve	G Rank					
Rust Duramboros	R.Duram Hardtail	79	Tail Carve	G Rank					
Rust Duramboros	R.Duram Shell	14	Tail Carve	G Rank					
Rust Duramboros	Duram Sacrum	5	Tail Carve	G Rank					
Rust Duramboros	Durambolite	2	Tail Carve	G Rank					
Rust Duramboros	Lrg Wyvern Tear	50	Tear	G Rank					
Rust Duramboros	Wyvern Tear	25	Tear	G Rank					
Rust Duramboros	R.Duram Plate	20	Tear	G Rank					
Rust Duramboros	Marbled Hump	5	Tear	G Rank					
Rust Duramboros	R.Duram Hardtail	76	Mining - Tail	G Rank					
Rust Duramboros	R.Duram Shell	15	Mining - Tail	G Rank					
Rust Duramboros	Duram Sacrum	6	Mining - Tail	G Rank					
Rust Duramboros	Durambolite	3	Mining - Tail	G Rank					
Rust Duramboros	R.Duram Plate	38	Capture	G Rank					
Rust Duramboros	R.Duram Shell	21	Capture	G Rank					
Rust Duramboros	Monster Slogbone	15	Capture	G Rank					
Rust Duramboros	Duram Hardhorn	12	Capture	G Rank					
Rust Duramboros	Marbled Hump	10	Capture	G Rank					
Rust Duramboros	Durambolite	4	Capture	G Rank					
Rust Duramboros	Duram Hardhorn	75	Break Part - Horn	G Rank					
Rust Duramboros	R.Duram Shell	15	Break Part - Horn	G Rank					
Rust Duramboros	Duramboros Horn+	10	Break Part - Horn	G Rank					
Rust Duramboros	Marbled Hump	60	Break Part - Bump	G Rank					
Rust Duramboros	R.Duram Plate	27	Break Part - Bump	G Rank					
Rust Duramboros	R.Duram Shell	13	Break Part - Bump	G Rank					
Rust Duramboros	R.Duram Plate	29	Free Hunt	G Rank					
Rust Duramboros	R.Duram Shell	21	Free Hunt	G Rank					
Rust Duramboros	Duram Hardhorn	20	Free Hunt	G Rank					
Rust Duramboros	Monster Slogbone	15	Free Hunt	G Rank					
Rust Duramboros	Marbled Hump	10	Free Hunt	G Rank					
Rust Duramboros	Durambolite	5	Free Hunt	G Rank					
Gigginox	Gigginox Hide	38	Body Carve	Low Rank					
Gigginox	Pale Extract	21	Body Carve	Low Rank					
Gigginox	Gigginox Claw	20	Body Carve	Low Rank					
Gigginox	Venom Gland	12	Body Carve	Low Rank					
Gigginox	Uncanny Hide	9	Body Carve	Low Rank					
Gigginox	Gigginox Hide+	38	Body Carve	High Rank					
Gigginox	Gigginox Claw+	20	Body Carve	High Rank					
Gigginox	Pale Extract	15	Body Carve	High Rank					
Gigginox	Fearsome Maw	10	Body Carve	High Rank					
Gigginox	Grim Venom Gland	10	Body Carve	High Rank					
Gigginox	Uncanny Hide+	7	Body Carve	High Rank					
Gigginox	Gigginox Piel	42	Body Carve	G Rank					
Gigginox	Gigginox Talon	22	Body Carve	G Rank					
Gigginox	Foul Venom Gland	16	Body Carve	G Rank					
Gigginox	Revolting Piel	12	Body Carve	G Rank					
Gigginox	Nightmarish Maw	8	Body Carve	G Rank					
Gigginox	Wyvern Tear	75	Tear	Low Rank					
Gigginox	Pale Extract	20	Tear	Low Rank					
Gigginox	Fearsome Maw	5	Tear	Low Rank					
Gigginox	Wyvern Tear	38	Tear	High Rank					
Gigginox	Lrg Wyvern Tear	37	Tear	High Rank					
Gigginox	Pale Extract	17	Tear	High Rank					
Gigginox	Fearsome Maw	8	Tear	High Rank					
Gigginox	Lrg Wyvern Tear	50	Tear	G Rank					
Gigginox	Wyvern Tear	25	Tear	G Rank					
Gigginox	Fearsome Maw	15	Tear	G Rank					
Gigginox	Nightmarish Maw	10	Tear	G Rank					
Gigginox	Venom Gland	27	Capture	Low Rank					
Gigginox	Gigginox Claw	24	Capture	Low Rank					
Gigginox	Uncanny Hide	17	Capture	Low Rank					
Gigginox	Pale Extract	16	Capture	Low Rank					
Gigginox	Fearsome Maw	8	Capture	Low Rank					
Gigginox	Poison Sac	8	Capture	Low Rank					
Gigginox	Grim Venom Gland	27	Capture	High Rank					
Gigginox	Gigginox Claw+	24	Capture	High Rank					
Gigginox	Uncanny Hide+	17	Capture	High Rank					
Gigginox	Pale Extract	11	Capture	High Rank					
Gigginox	Gigginox Claw	10	Capture	High Rank					
Gigginox	Venom Gland	8	Capture	High Rank					
Gigginox	Wyvern Stone	3	Capture	High Rank					
Gigginox	Foul Venom Gland	30	Capture	G Rank					
Gigginox	Gigginox Talon	27	Capture	G Rank					
Gigginox	Revolting Piel	18	Capture	G Rank					
Gigginox	Gigginox Claw+	12	Capture	G Rank					
Gigginox	Grim Venom Gland	10	Capture	G Rank					
Gigginox	Lrg Wyvern Stone	3	Capture	G Rank					
Gigginox	Gigginox Hide	41	Break Part - Head	Low Rank					
Gigginox	Pale Extract	32	Break Part - Head	Low Rank					
Gigginox	Fearsome Maw	15	Break Part - Head	Low Rank					
Gigginox	Uncanny Hide	12	Break Part - Head	Low Rank					
Gigginox	Gigginox Hide+	38	Break Part - Head	High Rank					
Gigginox	Pale Extract	20	Break Part - Head	High Rank					
Gigginox	Fearsome Maw	20	Break Part - Head	High Rank					
Gigginox	Uncanny Hide+	12	Break Part - Head	High Rank					
Gigginox	Gigginox Hide	10	Break Part - Head	High Rank					
Gigginox	Gigginox Piel	44	Break Part - Head	G Rank					
Gigginox	Nightmarish Maw	20	Break Part - Head	G Rank					
Gigginox	Revolting Piel	20	Break Part - Head	G Rank					
Gigginox	Gigginox Hide+	16	Break Part - Head	G Rank					
Gigginox	Gigginox Hide	40	Break Part - Breast	Low Rank					
Gigginox	Venom Gland	25	Break Part - Breast	Low Rank					
Gigginox	Pale Extract	23	Break Part - Breast	Low Rank					
Gigginox	Uncanny Hide	12	Break Part - Breast	Low Rank					
Gigginox	Gigginox Hide+	38	Break Part - Breast	High Rank					
Gigginox	Grim Venom Gland	22	Break Part - Breast	High Rank					
Gigginox	Pale Extract	14	Break Part - Breast	High Rank					
Gigginox	Venom Gland	14	Break Part - Breast	High Rank					
Gigginox	Uncanny Hide+	12	Break Part - Breast	High Rank					
Gigginox	Gigginox Piel	42	Break Part - Breast	G Rank					
Gigginox	Foul Venom Gland	26	Break Part - Breast	G Rank					
Gigginox	Revolting Piel	16	Break Part - Breast	G Rank					
Gigginox	Grim Venom Gland	16	Break Part - Breast	G Rank					
Gigginox	Gigginox Hide	40	Break Part - Tail	Low Rank					
Gigginox	Venom Gland	36	Break Part - Tail	Low Rank					
Gigginox	Uncanny Hide	24	Break Part - Tail	Low Rank					
Gigginox	Gigginox Hide+	38	Break Part - Tail	High Rank					
Gigginox	Grim Venom Gland	28	Break Part - Tail	High Rank					
Gigginox	Uncanny Hide+	22	Break Part - Tail	High Rank					
Gigginox	Uncanny Hide	8	Break Part - Tail	High Rank					
Gigginox	Wyvern Stone	4	Break Part - Tail	High Rank					
Gigginox	Gigginox Piel	38	Break Part - Tail	G Rank					
Gigginox	Foul Venom Gland	29	Break Part - Tail	G Rank					
Gigginox	Revolting Piel	22	Break Part - Tail	G Rank					
Gigginox	Uncanny Hide+	8	Break Part - Tail	G Rank					
Gigginox	Lrg Wyvern Stone	3	Break Part - Tail	G Rank					
Gigginox	Venom Gland	27	Free Hunt	Low Rank					
Gigginox	Gigginox Claw	23	Free Hunt	Low Rank					
Gigginox	Uncanny Hide	17	Free Hunt	Low Rank					
Gigginox	Pale Extract	16	Free Hunt	Low Rank					
Gigginox	Fearsome Maw	9	Free Hunt	Low Rank					
Gigginox	Poison Sac	8	Free Hunt	Low Rank					
Gigginox	Grim Venom Gland	27	Free Hunt	High Rank					
Gigginox	Gigginox Claw+	24	Free Hunt	High Rank					
Gigginox	Uncanny Hide+	18	Free Hunt	High Rank					
Gigginox	Pale Extract	11	Free Hunt	High Rank					
Gigginox	Gigginox Claw	8	Free Hunt	High Rank					
Gigginox	Venom Gland	8	Free Hunt	High Rank					
Gigginox	Wyvern Stone	4	Free Hunt	High Rank					
Gigginox	Foul Venom Gland	32	Free Hunt	G Rank					
Gigginox	Gigginox Talon	27	Free Hunt	G Rank					
Gigginox	Revolting Piel	20	Free Hunt	G Rank					
Gigginox	Gigginox Claw+	11	Free Hunt	G Rank					
Gigginox	Grim Venom Gland	6	Free Hunt	G Rank					
Gigginox	Lrg Wyvern Stone	4	Free Hunt	G Rank					
Baleful Gigginox	B.Giggi Hide+	38	Body Carve	High Rank					
Baleful Gigginox	B.Giggi Claw+	20	Body Carve	High Rank					
Baleful Gigginox	Pale Extract	15	Body Carve	High Rank					
Baleful Gigginox	Fearsome Maw	10	Body Carve	High Rank					
Baleful Gigginox	Thunder Sac	10	Body Carve	High Rank					
Baleful Gigginox	Uncanny Hide+	7	Body Carve	High Rank					
Baleful Gigginox	B.Giggi Piel	42	Body Carve	G Rank					
Baleful Gigginox	B.Giggi Talon	22	Body Carve	G Rank					
Baleful Gigginox	Lightning Sac	14	Body Carve	G Rank					
Baleful Gigginox	Nightmarish Maw	10	Body Carve	G Rank					
Baleful Gigginox	Revolting Piel	10	Body Carve	G Rank					
Baleful Gigginox	Wyvern Tear	38	Tear	High Rank					
Baleful Gigginox	Lrg Wyvern Tear	27	Tear	High Rank					
Baleful Gigginox	Pale Extract	17	Tear	High Rank					
Baleful Gigginox	Fearsome Maw	8	Tear	High Rank					
Baleful Gigginox	Lrg Wyvern Tear	50	Tear	G Rank					
Baleful Gigginox	Wyvern Tear	25	Tear	G Rank					
Baleful Gigginox	Fearsome Maw	15	Tear	G Rank					
Baleful Gigginox	Nightmarish Maw	10	Tear	G Rank					
Baleful Gigginox	Thunder Sac	30	Capture	High Rank					
Baleful Gigginox	B.Giggi Claw+	25	Capture	High Rank					
Baleful Gigginox	Uncanny Hide+	20	Capture	High Rank					
Baleful Gigginox	Pale Extract	15	Capture	High Rank					
Baleful Gigginox	Fearsome Maw	7	Capture	High Rank					
Baleful Gigginox	Wyvern Stone	3	Capture	High Rank					
Baleful Gigginox	Lightning Sac	30	Capture	G Rank					
Baleful Gigginox	B.Giggi Talon	25	Capture	G Rank					
Baleful Gigginox	Revolting Piel	20	Capture	G Rank					
Baleful Gigginox	Thunder Sac	14	Capture	G Rank					
Baleful Gigginox	Nightmarish Maw	7	Capture	G Rank					
Baleful Gigginox	Lrg Wyvern Stone	4	Capture	G Rank					
Baleful Gigginox	B.Giggi Hide+	38	Break Part - Head	High Rank					
Baleful Gigginox	Pale Extract	25	Break Part - Head	High Rank					
Baleful Gigginox	Fearsome Maw	25	Break Part - Head	High Rank					
Baleful Gigginox	Uncanny Hide+	12	Break Part - Head	High Rank					
Baleful Gigginox	B.Giggi Piel	38	Break Part - Head	G Rank					
Baleful Gigginox	Nightmarish Maw	25	Break Part - Head	G Rank					
Baleful Gigginox	Gigginox Hide+	25	Break Part - Head	G Rank					
Baleful Gigginox	Revolting Piel	12	Break Part - Head	G Rank					
Baleful Gigginox	B.Giggi Hide+	38	Break Part - Breast	High Rank					
Baleful Gigginox	Pale Extract	28	Break Part - Breast	High Rank					
Baleful Gigginox	Thunder Sac	22	Break Part - Breast	High Rank					
Baleful Gigginox	Uncanny Hide+	12	Break Part - Breast	High Rank					
Baleful Gigginox	B.Giggi Piel	38	Break Part - Breast	G Rank					
Baleful Gigginox	Thunder Sac	28	Break Part - Breast	G Rank					
Baleful Gigginox	Lightning Sac	22	Break Part - Breast	G Rank					
Baleful Gigginox	Revolting Piel	12	Break Part - Breast	G Rank					
Baleful Gigginox	B.Giggi Hide+	38	Break Part - Tail	High Rank					
Baleful Gigginox	Thunder Sac	28	Break Part - Tail	High Rank					
Baleful Gigginox	Uncanny Hide+	22	Break Part - Tail	High Rank					
Baleful Gigginox	Uncanny Hide	8	Break Part - Tail	High Rank					
Baleful Gigginox	Wyvern Stone	4	Break Part - Tail	High Rank					
Baleful Gigginox	B.Giggi Piel	38	Break Part - Tail	G Rank					
Baleful Gigginox	Lightning Sac	29	Break Part - Tail	G Rank					
Baleful Gigginox	Revolting Piel	22	Break Part - Tail	G Rank					
Baleful Gigginox	Uncanny Hide+	8	Break Part - Tail	G Rank					
Baleful Gigginox	Lrg Wyvern Stone	3	Break Part - Tail	G Rank					
Baleful Gigginox	Thunder Sac	30	Free Hunt	High Rank					
Baleful Gigginox	B.Giggi Claw+	25	Free Hunt	High Rank					
Baleful Gigginox	Uncanny Hide+	20	Free Hunt	High Rank					
Baleful Gigginox	Pale Extract	14	Free Hunt	High Rank					
Baleful Gigginox	Fearsome Maw	7	Free Hunt	High Rank					
Baleful Gigginox	Wyvern Stone	4	Free Hunt	High Rank					
Gobul	Gobul Hide	38	Body Carve	Low Rank					
Gobul	Gobul Spike	27	Body Carve	Low Rank					
Gobul	Paralysis Sac	17	Body Carve	Low Rank					
Gobul	Gobul Fin	10	Body Carve	Low Rank					
Gobul	Gobul Whisker	8	Body Carve	Low Rank					
Gobul	Gobul Hide+	38	Body Carve	High Rank					
Gobul	Gobul Spike+	27	Body Carve	High Rank					
Gobul	Omniplegia Sac	17	Body Carve	High Rank					
Gobul	Gobul Fin+	10	Body Carve	High Rank					
Gobul	Gobul Whisker	8	Body Carve	High Rank					
Gobul	Gobul Piel	40	Body Carve	G Rank					
Gobul	Fine Gobul Fin	22	Body Carve	G Rank					
Gobul	Omniplegia Sac	20	Body Carve	G Rank					
Gobul	Gobul Surspike	10	Body Carve	G Rank					
Gobul	Gobul Kingwhiskr	8	Body Carve	G Rank					
Gobul	Gobul Spike	44	Tail Carve	Low Rank					
Gobul	Gobul Fin	32	Tail Carve	Low Rank					
Gobul	Gobul Hide	24	Tail Carve	Low Rank					
Gobul	Gobul Fin+	40	Tail Carve	High Rank					
Gobul	Gobul Spike+	36	Tail Carve	High Rank					
Gobul	Gobul Hide+	24	Tail Carve	High Rank					
Gobul	Fine Gobul Fin	50	Tail Carve	G Rank					
Gobul	Gobul Piel	22	Tail Carve	G Rank					
Gobul	Gobul Surspike	22	Tail Carve	G Rank					
Gobul	Gobul Fin+	6	Tail Carve	G Rank					
Gobul	Wyvern Tear	75	Tear	Low Rank					
Gobul	Paralysis Sac	20	Tear	Low Rank					
Gobul	Gobul Spike	5	Tear	Low Rank					
Gobul	Wyvern Tear	38	Tear	High Rank					
Gobul	Lrg Wyvern Tear	37	Tear	High Rank					
Gobul	Omniplegia Sac	15	Tear	High Rank					
Gobul	Gobul Spike+	10	Tear	High Rank					
Gobul	Lrg Wyvern Tear	50	Tear	G Rank					
Gobul	Wyvern Tear	25	Tear	G Rank					
Gobul	Omniplegia Sac	15	Tear	G Rank					
Gobul	Gobul Surspike	10	Tear	G Rank					
Gobul	Gobul Whisker	65	Collect	Low Rank					
Gobul	Gobul Spike	24	Collect	Low Rank					
Gobul	Gobul Hide	11	Collect	Low Rank					
Gobul	Gobul Whisker	65	Collect	High Rank					
Gobul	Gobul Spike+	24	Collect	High Rank					
Gobul	Gobul Hide+	11	Collect	High Rank					
Gobul	Gobul Kingwhiskr	65	Collect	G Rank					
Gobul	Gobul Surspike	24	Collect	G Rank					
Gobul	Gobul Piel	11	Collect	G Rank					
Gobul	Gobul Hide	38	Capture	Low Rank					
Gobul	Gobul Spike	27	Capture	Low Rank					
Gobul	Paralysis Sac	20	Capture	Low Rank					
Gobul	Gobul Whisker	15	Capture	Low Rank					
Gobul	Gobul Hide+	29	Capture	High Rank					
Gobul	Gobul Spike+	24	Capture	High Rank					
Gobul	Omniplegia Sac	20	Capture	High Rank					
Gobul	Gobul Whisker	10	Capture	High Rank					
Gobul	Gobul Fin+	8	Capture	High Rank					
Gobul	Gobul Hide	7	Capture	High Rank					
Gobul	Wyvern Stone	2	Capture	High Rank					
Gobul	Gobul Piel	29	Capture	G Rank					
Gobul	Gobul Surspike	24	Capture	G Rank					
Gobul	Gobul Kingwhiskr	15	Capture	G Rank					
Gobul	Fine Gobul Fin	12	Capture	G Rank					
Gobul	Omniplegia Sac	10	Capture	G Rank					
Gobul	Gobul Hide+	7	Capture	G Rank					
Gobul	Lrg Wyvern Stone	3	Capture	G Rank					
Gobul	Gobul Lantern	100	Break Part - Lantern	Low Rank					
Gobul	Gobul Lantern+	60	Break Part - Lantern	High Rank					
Gobul	Gobul Lantern	40	Break Part - Lantern	High Rank					
Gobul	Gobul Beacon	60	Break Part - Lantern	G Rank					
Gobul	Gobul Lantern+	40	Break Part - Lantern	G Rank					
Gobul	Gobul Hide+	25	Free Hunt	High Rank					
Gobul	Gobul Spike+	24	Free Hunt	High Rank					
Gobul	Omniplegia Sac	22	Free Hunt	High Rank					
Gobul	Gobul Fin+	10	Free Hunt	High Rank					
Gobul	Gobul Whisker	10	Free Hunt	High Rank					
Gobul	Gobul Hide	6	Free Hunt	High Rank					
Gobul	Wyvern Stone	3	Free Hunt	High Rank					
Gobul	Gobul Piel	25	Free Hunt	G Rank					
Gobul	Gobul Surspike	24	Free Hunt	G Rank					
Gobul	Omniplegia Sac	16	Free Hunt	G Rank					
Gobul	Gobul Kingwhiskr	12	Free Hunt	G Rank					
Gobul	Fine Gobul Fin	12	Free Hunt	G Rank					
Gobul	Gobul Hide+	6	Free Hunt	G Rank					
Gobul	Lrg Wyvern Stone	5	Free Hunt	G Rank					
Great Jaggi	G.Jaggi Hide	43	Body Carve	Low Rank					
Great Jaggi	G.Jaggi Claw	30	Body Carve	Low Rank					
Great Jaggi	Screamer	19	Body Carve	Low Rank					
Great Jaggi	Jaggi Scale	8	Body Carve	Low Rank					
Great Jaggi	G.Jaggi Hide+	40	Body Carve	High Rank					
Great Jaggi	G.Jaggi Claw+	28	Body Carve	High Rank					
Great Jaggi	Screamer	17	Body Carve	High Rank					
Great Jaggi	G.Jaggi Hide	5	Body Carve	High Rank					
Great Jaggi	G.Jaggi Claw	5	Body Carve	High Rank					
Great Jaggi	Bird Wyvern Gem	5	Body Carve	High Rank					
Great Jaggi	G.Jaggi Piel	50	Body Carve	G Rank					
Great Jaggi	G.Jaggi Hide+	12	Body Carve	G Rank					
Great Jaggi	G.Jaggi Claw+	12	Body Carve	G Rank					
Great Jaggi	Screamer	11	Body Carve	G Rank					
Great Jaggi	Jaggi Scale+	10	Body Carve	G Rank					
Great Jaggi	Fey Wyvern Gem	5	Body Carve	G Rank					
Great Jaggi	Wyvern Tear	75	Tear	Low Rank					
Great Jaggi	Jaggi Scale	25	Tear	Low Rank					
Great Jaggi	Wyvern Tear	50	Tear	High Rank					
Great Jaggi	Lrg Wyvern Tear	25	Tear	High Rank					
Great Jaggi	G.Jaggi Hide+	23	Tear	High Rank					
Great Jaggi	Bird Wyvern Gem	2	Tear	High Rank					
Great Jaggi	Lrg Wyvern Tear	40	Tear	G Rank					
Great Jaggi	Wyvern Tear	30	Tear	G Rank					
Great Jaggi	G.Jaggi Piel	27	Tear	G Rank					
Great Jaggi	Fey Wyvern Gem	3	Tear	G Rank					
Great Jaggi	Screamer	45	Capture	Low Rank					
Great Jaggi	G.Jaggi Claw	32	Capture	Low Rank					
Great Jaggi	G.Jaggi Hide	18	Capture	Low Rank					
Great Jaggi	G.Jaggi Head	5	Capture	Low Rank					
Great Jaggi	Screamer	43	Capture	High Rank					
Great Jaggi	G.Jaggi Claw+	30	Capture	High Rank					
Great Jaggi	G.Jaggi Hide+	15	Capture	High Rank					
Great Jaggi	G.Jaggi Head	8	Capture	High Rank					
Great Jaggi	Bird Wyvern Gem	4	Capture	High Rank					
Great Jaggi	G.Jaggi Piel	41	Capture	G Rank					
Great Jaggi	Screamer	33	Capture	G Rank					
Great Jaggi	G.Jaggi Claw+	19	Capture	G Rank					
Great Jaggi	Fey Wyvern Gem	7	Capture	G Rank					
Great Jaggi	King's Frill	65	Break Part - Frill	Low Rank					
Great Jaggi	Screamer	25	Break Part - Frill	Low Rank					
Great Jaggi	G.Jaggi Head	10	Break Part - Frill	Low Rank					
Great Jaggi	King's Frill	70	Break Part - Frill	High Rank					
Great Jaggi	G.Jaggi Head	12	Break Part - Frill	High Rank					
Great Jaggi	Bird Wyvern Gem	10	Break Part - Frill	High Rank					
Great Jaggi	Screamer	8	Break Part - Frill	High Rank					
Great Jaggi	Imperial Frill	70	Break Part - Frill	G Rank					
Great Jaggi	Screamer	15	Break Part - Frill	G Rank					
Great Jaggi	Bird Wyvern Gem	8	Break Part - Frill	G Rank					
Great Jaggi	Fey Wyvern Gem	7	Break Part - Frill	G Rank					
Great Jaggi	Screamer	45	Free Hunt	Low Rank					
Great Jaggi	G.Jaggi Claw	32	Free Hunt	Low Rank					
Great Jaggi	G.Jaggi Hide	18	Free Hunt	Low Rank					
Great Jaggi	G.Jaggi Head	5	Free Hunt	Low Rank					
Great Jaggi	G.Jaggi Claw+	35	Free Hunt	High Rank					
Great Jaggi	G.Jaggi Hide+	28	Free Hunt	High Rank					
Great Jaggi	Screamer	22	Free Hunt	High Rank					
Great Jaggi	G.Jaggi Head	12	Free Hunt	High Rank					
Great Jaggi	Bird Wyvern Gem	5	Free Hunt	High Rank					
Great Jaggi	G.Jaggi Piel	34	Free Hunt	G Rank					
Great Jaggi	Screamer	33	Free Hunt	G Rank					
Great Jaggi	G.Jaggi Claw+	18	Free Hunt	G Rank					
Great Jaggi	G.Jaggi Hide+	8	Free Hunt	G Rank					
Great Jaggi	Fey Wyvern Gem	7	Free Hunt	G Rank					
Great Baggi	G.Baggi Hide	40	Body Carve	Low Rank					
Great Baggi	G.Baggi Claw	27	Body Carve	Low Rank					
Great Baggi	Sleep Sac	25	Body Carve	Low Rank					
Great Baggi	Baggi Scale	8	Body Carve	Low Rank					
Great Baggi	G.Baggi Hide+	38	Body Carve	High Rank					
Great Baggi	Coma Sac	21	Body Carve	High Rank					
Great Baggi	G.Baggi Claw+	21	Body Carve	High Rank					
Great Baggi	G.Baggi Hide	8	Body Carve	High Rank					
Great Baggi	G.Baggi Claw	7	Body Carve	High Rank					
Great Baggi	Bird Wyvern Gem	5	Body Carve	High Rank					
Great Baggi	G.Baggi Piel	57	Body Carve	G Rank					
Great Baggi	G.Baggi Claw+	15	Body Carve	G Rank					
Great Baggi	G.Baggi Hide+	13	Body Carve	G Rank					
Great Baggi	Coma Sac	10	Body Carve	G Rank					
Great Baggi	Fey Wyvern Gem	5	Body Carve	G Rank					
Great Baggi	Wyvern Tear	75	Tear	Low Rank					
Great Baggi	Baggi Scale	25	Tear	Low Rank					
Great Baggi	Wyvern Tear	50	Tear	High Rank					
Great Baggi	Lrg Wyvern Tear	25	Tear	High Rank					
Great Baggi	G.Baggi Hide+	23	Tear	High Rank					
Great Baggi	Bird Wyvern Gem	2	Tear	High Rank					
Great Baggi	Lrg Wyvern Tear	40	Tear	G Rank					
Great Baggi	Wyvern Tear	30	Tear	G Rank					
Great Baggi	G.Baggi Piel	27	Tear	G Rank					
Great Baggi	Fey Wyvern Gem	3	Tear	G Rank					
Great Baggi	G.Baggi Claw	48	Capture	Low Rank					
Great Baggi	Sleep Sac	32	Capture	Low Rank					
Great Baggi	G.Baggi Hide	20	Capture	Low Rank					
Great Baggi	G.Baggi Claw+	45	Capture	High Rank					
Great Baggi	Coma Sac	28	Capture	High Rank					
Great Baggi	G.Baggi Hide+	14	Capture	High Rank					
Great Baggi	Sleep Sac	8	Capture	High Rank					
Great Baggi	Bird Wyvern Gem	5	Capture	High Rank					
Great Baggi	G.Baggi Piel	68	Capture	G Rank					
Great Baggi	G.Baggi Claw+	27	Capture	G Rank					
Great Baggi	Fey Wyvern Gem	7	Capture	G Rank					
Great Baggi	King's Crest	60	Break Part - Crest	Low Rank					
Great Baggi	Sleep Sac	40	Break Part - Crest	Low Rank					
Great Baggi	King's Crest	60	Break Part - Crest	High Rank					
Great Baggi	Coma Sac	28	Break Part - Crest	High Rank					
Great Baggi	Bird Wyvern Gem	12	Break Part - Crest	High Rank					
Great Baggi	Imperial Crest	70	Break Part - Crest	G Rank					
Great Baggi	Bird Wyvern Gem	23	Break Part - Crest	G Rank					
Great Baggi	Fey Wyvern Gem	7	Break Part - Crest	G Rank					
Great Baggi	G.Baggi Claw	43	Free Hunt	Low Rank					
Great Baggi	Sleep Sac	32	Free Hunt	Low Rank					
Great Baggi	G.Baggi Hide	25	Free Hunt	Low Rank					
Great Baggi	G.Baggi Claw+	37	Free Hunt	High Rank					
Great Baggi	Coma Sac	35	Free Hunt	High Rank					
Great Baggi	G.Baggi Hide+	15	Free Hunt	High Rank					
Great Baggi	Sleep Sac	8	Free Hunt	High Rank					
Great Baggi	Bird Wyvern Gem	5	Free Hunt	High Rank					
Great Baggi	G.Baggi Piel	50	Free Hunt	G Rank					
Great Baggi	G.Baggi Claw+	17	Free Hunt	G Rank					
Great Baggi	Coma Sac	16	Free Hunt	G Rank					
Great Baggi	Bird Wyvern Gem	10	Free Hunt	G Rank					
Great Baggi	Fey Wyvern Gem	7	Free Hunt	G Rank					
Great Wroggi	G.Wroggi Hide	40	Body Carve	Low Rank					
Great Wroggi	G.Wroggi Claw	27	Body Carve	Low Rank					
Great Wroggi	Poison Sac	25	Body Carve	Low Rank					
Great Wroggi	Wroggi Scale	8	Body Carve	Low Rank					
Great Wroggi	G.Wroggi Hide+	40	Body Carve	High Rank					
Great Wroggi	Toxin Sac	21	Body Carve	High Rank					
Great Wroggi	G.Wroggi Brace+	19	Body Carve	High Rank					
Great Wroggi	G.Wroggi Hide	8	Body Carve	High Rank					
Great Wroggi	G.Wroggi Brace	7	Body Carve	High Rank					
Great Wroggi	Bird Wyvern Gem	5	Body Carve	High Rank					
Great Wroggi	G.Wroggi Piel	46	Body Carve	G Rank					
Great Wroggi	G.Wroggi Brace+	22	Body Carve	G Rank					
Great Wroggi	Toxin Sac	16	Body Carve	G Rank					
Great Wroggi	G.Wroggi Hide+	11	Body Carve	G Rank					
Great Wroggi	Fey Wyvern Gem	5	Body Carve	G Rank					
Great Wroggi	Wyvern Tear	75	Tear	Low Rank					
Great Wroggi	Wroggi Scale	25	Tear	Low Rank					
Great Wroggi	Wyvern Tear	50	Tear	High Rank					
Great Wroggi	Lrg Wyvern Tear	25	Tear	High Rank					
Great Wroggi	G.Wroggi Hide+	23	Tear	High Rank					
Great Wroggi	Bird Wyvern Gem	2	Tear	High Rank					
Great Wroggi	Lrg Wyvern Tear	40	Tear	G Rank					
Great Wroggi	Wyvern Tear	30	Tear	G Rank					
